id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.64617,-79.42451,Entire home/apt,469,4,7,2017-12-04,0.11,1,0
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64105,-79.37628,Private room,96,180,169,2013-08-27,1.23,2,365
12604,Seaton Village Parlour Bedroom,48239,Rona,,Annex,43.66724,-79.41598,Private room,64,1,0,,,1,0
23691,Queen Bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69602,-79.45468,Private room,70,1,217,2019-12-22,1.69,2,304
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,Greenwood-Coxwell,43.6689,-79.32592,Entire home/apt,45,365,26,2011-08-30,0.20,1,0
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64151,-79.37643,Entire home/apt,128,180,1,2010-08-11,0.01,2,365
40456,Downtown 2  Bdr.Apt with King Size Bed and Parking,174063,Denis,,South Parkdale,43.63532,-79.44049,Entire home/apt,100,30,111,2020-10-31,0.88,5,346
41887,Great location,183071,Kyle,,Oakridge,43.69466,-79.28667,Entire home/apt,70,2,83,2020-10-26,1.68,2,335
42892,Downtown 3 Beds 2 Baths @ Union & Harbourfront,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64451,-79.38185,Entire home/apt,110,29,0,,,13,272
43964,Bright entire 2-bedrm basement suite private entry,192364,Mitra,,Wexford/Maryvale,43.74948,-79.29147,Private room,93,2,31,2020-09-28,0.65,1,364
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Church-Yonge Corridor,43.66979,-79.38494,Entire home/apt,99,1,55,2020-09-10,0.44,12,362
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,,Rosedale-Moore Park,43.67136,-79.38598,Private room,79,1,8,2017-08-27,0.07,12,365
45399,Fountain View Studio - Eaton center,195095,Urbano,,Bay Street Corridor,43.66103,-79.3834,Entire home/apt,117,1,78,2019-11-07,0.63,12,319
45601,Marigold Gardens,188183,Simon,,South Riverdale,43.66274,-79.33096,Private room,50,2,0,,,1,365
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,,Church-Yonge Corridor,43.66957,-79.38539,Private room,83,1,18,2019-06-01,0.15,12,346
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38548,Entire home/apt,123,3,58,2020-11-25,0.47,12,309
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,56,91,24,2018-11-11,0.45,1,179
57483,Downtown 3 Beds 2 Baths @ Union & Harbour,187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64286,-79.38073,Entire home/apt,110,29,0,,,13,180
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.6444,-79.40829,Private room,40,30,17,2020-11-01,0.14,8,352
64645,Furnished Heritage Suite Downtown,304551,Kintoo,,Niagara,43.64585,-79.40853,Private room,50,30,12,2020-10-31,0.10,8,365
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,318911,Magali,,Palmerston-Little Italy,43.65853,-79.42709,Private room,79,2,68,2020-03-20,0.58,2,364
66856,Furnished Heritage Room Downtown 6,304551,Kintoo,,Niagara,43.64588,-79.40829,Private room,35,30,1,2011-02-10,0.01,8,1
71118,Furnished Downtown Loft Suite,304551,Kintoo,,Niagara,43.64597,-79.40766,Private room,60,30,11,2018-08-18,0.09,8,1
75051,"GreatSpace,Backyard, 5min to Subway",368707,Sandra,,Dufferin Grove,43.65956,-79.43228,Entire home/apt,149,6,273,2020-01-26,2.30,2,0
82694,Luxury Hotel Downtown Living !!,431260,Caterina,,Niagara,43.64171,-79.40469,Entire home/apt,108,30,29,2016-09-23,0.25,1,362
84076,A short walk to TIFF,544254,Darryl,,Niagara,43.64457,-79.40451,Entire home/apt,120,3,6,2018-08-20,0.07,1,0
84151,North City View Yonge/Bloor,195095,Urbano,,Church-Yonge Corridor,43.6696,-79.38547,Entire home/apt,125,1,24,2017-07-02,0.21,12,365
89575,Private bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69662,-79.45325,Private room,67,1,88,2019-10-24,0.80,2,303
96336,John & Bren's Queen West 3 bedroom townhouse,511506,John,,Niagara,43.64458,-79.41022,Entire home/apt,202,3,123,2020-10-27,1.42,1,155
104096,Hip and modern family-friendly home,349172,Avery,,South Riverdale,43.66527,-79.32934,Entire home/apt,175,5,18,2019-08-03,0.16,1,346
104722,Annex apartment - with great deck!,455397,Carly,,Annex,43.67175,-79.40398,Entire home/apt,160,2,6,2018-10-08,0.09,1,0
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65623,-79.46667,Entire home/apt,65,180,12,2017-03-05,0.11,1,365
113175,Best luxury location in downtown Toronto!,576192,Faria,,Waterfront Communities-The Island,43.64123,-79.39339,Entire home/apt,102,30,38,2020-10-01,0.33,1,254
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63559,-79.44048,Entire home/apt,125,30,78,2019-10-05,0.67,5,195
122492,Sunny & Stylish Aprtmnt w easy access to dwntwn,613837,Brett,,Danforth East York,43.68872,-79.3299,Entire home/apt,99,7,100,2020-12-11,1.11,2,0
127380,"pleasant apt, centrally located",630920,Peggy,,Yonge-Eglinton,43.7037,-79.4082,Private room,60,1,144,2020-02-08,1.28,1,342
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,604233,WaterfrontExecSuites,,Niagara,43.63743,-79.40104,Entire home/apt,61,160,9,2020-06-18,0.14,1,171
138613,Warm Family Home Downtown Toronto,676621,Jodi,,Little Portugal,43.64776,-79.42709,Entire home/apt,180,3,5,2016-10-07,0.04,1,0
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64551,-79.39274,Entire home/apt,120,30,7,2015-06-28,0.06,1,324
148945,Downtown Toronto Near Lake Ontario,718884,John,,Waterfront Communities-The Island,43.64835,-79.36302,Private room,83,3,27,2019-12-29,0.24,1,365
149420,Bloor West Village 1 Bedroom,666759,Jeannie,,High Park-Swansea,43.64618,-79.48833,Entire home/apt,80,28,36,2020-04-30,0.35,1,214
153000,"1,100SqFt. 2B+Den Spacious Green Condo",735795,Raj,,Waterfront Communities-The Island,43.64366,-79.39155,Entire home/apt,199,3,54,2020-01-30,0.47,1,1
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Agincourt South-Malvern West,43.78254,-79.24807,Entire home/apt,80,2,0,,,2,0
182573,Sunlit Separate Entrance Apartment,591649,Melissa,,Humewood-Cedarvale,43.68683,-79.42274,Entire home/apt,70,28,24,2020-06-08,0.22,2,348
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.66932,-79.38525,Entire home/apt,199,180,62,2020-04-04,0.55,1,269
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,,South Parkdale,43.63895,-79.42246,Entire home/apt,85,7,55,2020-03-02,0.49,1,24
196584,1 Bedroom Apt on Bloor-Danforth subway line!,957466,Karen,,Oakridge,43.69447,-79.28794,Entire home/apt,79,7,19,2020-10-30,0.36,1,207
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.64589,-79.43464,Entire home/apt,250,4,17,2015-08-08,0.16,2,365
209226,Boutique living - King West Central,1028504,Cindy,,Niagara,43.63598,-79.41468,Entire home/apt,150,30,37,2020-10-06,0.36,2,363
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,,Church-Yonge Corridor,43.66168,-79.37937,Private room,70,28,28,2020-04-15,0.42,2,0
228568,BEST VIEW in the City! Luxury condo,934821,Rob,,North St.James Town,43.66771,-79.37679,Entire home/apt,400,28,56,2020-09-06,0.51,2,256
229913,Upscale 2bed Downtown Toronto-lake,1200620,Sergei,,Niagara,43.63479,-79.39957,Entire home/apt,325,60,10,2017-08-26,0.11,1,364
231530,"Lots of plants, light and records. 1 bedroom.",1210571,Jaclyn,,Dovercourt-Wallace Emerson-Junction,43.66823,-79.43594,Entire home/apt,100,2,0,,,1,0
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68304,-79.45868,Entire home/apt,51,15,57,2019-11-30,0.56,3,63
248941,COZY Apt. for females only,1304211,Nadia,,Caledonia-Fairbank,43.68219,-79.45995,Private room,43,30,14,2019-01-02,0.13,3,90
260645,"Heritage  private bdrm & bath, 4",1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,60,1,150,2020-08-29,1.36,10,303
261235,"Heritage private bdrm & bath, 7",1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,72,1,73,2020-06-28,0.66,10,266
264319,private bdrm & bath  number 2,1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,60,1,111,2020-03-06,1.02,10,252
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.64047,-79.41491,Entire home/apt,105,30,5,2019-06-11,0.12,1,0
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Yonge-St.Clair,43.68436,-79.40053,Entire home/apt,73,7,0,,,1,0
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,170,2,0,,,1,0
280249,private bdrm & bath room 3,1367540,Linda,,Moss Park,43.65745,-79.36995,Private room,55,2,145,2020-06-18,1.33,10,269
283628,Baldwin Village Downtown Apartment,1477264,Gloria,,Kensington-Chinatown,43.65481,-79.39697,Private room,142,3,16,2017-09-20,0.15,1,0
283934,Heritage House  Room 6,1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,60,1,36,2019-06-03,0.33,10,234
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67093,-79.37298,Entire home/apt,125,14,20,2020-08-31,0.30,1,0
289239,Big City Views from beautiful Queen West condo!,1270530,Stephanie,,Niagara,43.64207,-79.40984,Entire home/apt,108,50,93,2020-01-28,0.87,1,243
304065,Stonehouse On Sterling-South Room.,812337,Maria,,Dufferin Grove,43.657,-79.44806,Private room,73,2,18,2020-01-01,0.18,3,364
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64222,-79.37987,Entire home/apt,71,28,60,2020-09-26,0.55,2,218
309402,"Central, beside subway, indoor pool",1591140,Christina,,Leaside-Bennington,43.70965,-79.37536,Shared room,64,1,91,2019-09-26,0.85,2,275
312035,Stonehouse On Sterling-Queen Room,812337,Maria,,Dufferin Grove,43.65674,-79.44786,Private room,90,2,24,2019-09-30,0.23,3,365
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67728,-79.33585,Private room,52,3,37,2020-07-04,0.36,1,347
314934,Stonehouse On Sterling-Garden Room,812337,Maria,,Dufferin Grove,43.657,-79.44784,Private room,85,2,23,2018-10-22,0.23,3,365
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,Dovercourt-Wallace Emerson-Junction,43.66267,-79.45487,Entire home/apt,260,5,0,,,1,0
341933,"Bright Spacious 2Br Leslieville Home, Local Living",1390920,Sylvia,,South Riverdale,43.66712,-79.33678,Entire home/apt,185,3,138,2020-09-18,1.29,1,90
342774,Corner 2 bdrm condo near Yonge St,1699308,Kfir And Devin,,Church-Yonge Corridor,43.65474,-79.3745,Entire home/apt,155,88,60,2019-10-31,0.57,2,347
358663,Private Suite 5 min. from Downtown,1815434,Paul,,Palmerston-Little Italy,43.66195,-79.41141,Entire home/apt,95,7,27,2020-06-30,0.26,1,343
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.6354,-79.43854,Entire home/apt,100,30,62,2020-11-25,0.61,5,247
361599,Luxury House in Downtown For 12people+  6 parking,174063,Denis,,South Parkdale,43.63737,-79.43939,Entire home/apt,500,30,0,,,5,226
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,140,7,0,,,1,365
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.67113,-79.29839,Entire home/apt,232,1,2,2019-07-27,0.05,3,179
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64341,-79.40046,Entire home/apt,207,3,9,2017-09-12,0.11,1,363
379133,Elegant 3 Bedroom+  Rosedale Home,1903033,Christie,,Rosedale-Moore Park,43.67423,-79.37028,Entire home/apt,650,7,1,2013-08-02,0.01,2,0
380910,Fab 1 Bdrm Apt Close to Everything,1910540,Les,,Danforth,43.6798,-79.34218,Entire home/apt,138,2,32,2019-08-25,0.41,1,338
382186,Downtown Maple Leaf Square Condo,1812059,Petros,,Waterfront Communities-The Island,43.64503,-79.38335,Entire home/apt,203,1,15,2020-03-05,0.15,1,89
382423,Private guest Suite in Kensington Market!,1916855,Manja,,Kensington-Chinatown,43.65278,-79.39819,Entire home/apt,161,28,217,2020-02-07,2.05,2,178
384549,Spacious room in house downtown!,1923052,Justin,,North St.James Town,43.67144,-79.37685,Private room,65,7,0,,,1,0
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,,Regent Park,43.65765,-79.36281,Private room,60,28,828,2020-10-05,7.80,1,135
396504,Modern 3 bed home w/garden in funky Queen W,1981383,Clare,,Roncesvalles,43.64283,-79.44686,Entire home/apt,350,3,20,2020-09-12,0.89,1,0
401823,Furnished Downtown Studio Suite,304551,Kintoo,,University,43.66115,-79.40872,Entire home/apt,55,30,7,2020-10-10,0.07,8,360
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Church-Yonge Corridor,43.67018,-79.38437,Private room,79,1,3,2018-08-31,0.03,12,0
406646,1BR-Close to Yonge & Eglinton 202,1854872,Raja,,Flemingdon Park,43.72029,-79.33473,Private room,45,2,32,2020-01-27,0.36,5,0
413276,Yonge & Wellesley Prime Downtown Full Apartment,2056128,Robert,,Bay Street Corridor,43.6642,-79.38465,Entire home/apt,198,4,68,2019-06-09,0.66,2,361
415104,Furnished Luxury Condos North York,2064477,David,,Willowdale East,43.76248,-79.40904,Entire home/apt,155,30,4,2019-11-02,0.22,4,88
415110,Downtown Furnished Luxury Condo Toronto,2064477,David,,Waterfront Communities-The Island,43.64275,-79.39161,Entire home/apt,175,30,1,2019-09-01,0.06,4,178
415111,Luxury Condo North York - Two Bedroom Suite,2064477,David,,Willowdale East,43.76095,-79.40969,Entire home/apt,225,30,5,2019-09-11,0.28,4,89
415135,Torontos Entertainment District,2064477,David,,Waterfront Communities-The Island,43.64456,-79.39449,Entire home/apt,145,30,2,2017-07-11,0.05,4,0
418791,Charming 1BD Apt Toronto West-End,2082581,Haley,,Dufferin Grove,43.65395,-79.43132,Entire home/apt,65,7,3,2013-07-08,0.03,1,0
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68499,-79.29131,Entire home/apt,65,28,39,2020-03-29,0.38,10,256
436403,Heritage Home Downtown Toronto,31397994,Matt,,Moss Park,43.6617,-79.37496,Entire home/apt,145,3,232,2020-11-13,2.45,5,343
445708,Bright & Hip Downtown Loft,2213896,Megan,,Kensington-Chinatown,43.65573,-79.40168,Entire home/apt,164,7,112,2018-06-28,1.08,1,364
447884,House available during TIFF,200354,Ayla,,Kensington-Chinatown,43.65646,-79.4031,Private room,200,2,1,2014-03-31,0.01,1,0
449650,Colourful Victorian Semi With Original Artwork and a Piano,1402232,Abigail,,South Parkdale,43.63927,-79.43033,Entire home/apt,200,15,254,2020-01-27,3.29,5,255
455640,Charming House in Great Location,591649,Melissa,,Humewood-Cedarvale,43.68698,-79.42234,Entire home/apt,140,30,9,2015-11-01,0.09,2,0
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67741,-79.31079,Private room,30,30,19,2020-10-31,0.24,3,136
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65475,-79.37934,Entire home/apt,300,5,7,2018-06-29,0.08,4,212
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7063,-79.48768,Private room,55,28,33,2019-10-14,0.33,1,365
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Niagara,43.64363,-79.40278,Entire home/apt,189,30,61,2020-12-01,0.60,2,98
473827,Designer-inspired Toronto living.,2349264,George / John,,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,60,99,2020-02-06,0.97,1,195
493281,Prestigious Wychwood Park Studio CA,2432916,Denise,,Wychwood,43.67775,-79.42171,Private room,65,3,0,,,1,346
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66444,-79.42534,Entire home/apt,106,29,115,2019-11-11,1.15,2,90
511141,Victorian Charmer in West Queen West,2518222,Katie & Philippe,,Little Portugal,43.64887,-79.43202,Entire home/apt,151,28,119,2020-11-14,1.16,3,0
511463,gorgeous light- filled loft avail!,211533,Sasha,,Dovercourt-Wallace Emerson-Junction,43.66021,-79.43757,Entire home/apt,150,2,6,2016-08-28,0.07,1,0
516823,Cozy + Clean Studio in the Junction,3251330,Inga,,Junction Area,43.66585,-79.47556,Entire home/apt,68,29,172,2020-07-18,1.67,1,173
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65264,-79.411,Entire home/apt,225,90,76,2018-08-16,0.76,1,0
525387,Gorgeous Photogenic Artist's Loft,1559845,Safiya,,Dovercourt-Wallace Emerson-Junction,43.65875,-79.44551,Entire home/apt,119,3,74,2020-11-25,0.72,1,347
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2014-12-01,0.06,1,180
529089,Tryna get lit?,2577688,Cameron,,Niagara,43.64262,-79.40315,Shared room,100,1,0,,,1,0
529189,"Historical, distinctive, and hip",2597290,Caroline,,Trinity-Bellwoods,43.65248,-79.40885,Private room,55,3,154,2020-03-07,1.50,5,365
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65899,-79.42474,Entire home/apt,295,7,18,2018-08-19,0.18,1,364
529256,Room in amazing retro modern space,2597290,Caroline,,Trinity-Bellwoods,43.65038,-79.41019,Private room,55,3,113,2020-03-10,1.09,5,365
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,,Waterfront Communities-The Island,43.63931,-79.38174,Entire home/apt,226,2,149,2020-08-15,1.45,2,261
539936,"Luxury, Location and L'Oasis",2647656,Vu,,Moss Park,43.65331,-79.37213,Entire home/apt,149,14,33,2015-10-20,0.40,1,88
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.64147,-79.39269,Entire home/apt,199,3,11,2015-08-16,0.12,1,0
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66101,-79.42695,Entire home/apt,90,2,3,2017-10-17,0.03,1,0
553972,Hip downtown weekend room with art,2597290,Caroline,,Trinity-Bellwoods,43.65159,-79.40827,Private room,55,3,101,2019-11-15,1.00,5,365
557915,Furnished Luxury Studio Suite,785826,Arlene,,Church-Yonge Corridor,43.65468,-79.37894,Entire home/apt,70,30,3,2016-11-26,0.03,54,83
563542,Bright Large 2 Bedroom Central,227740,Bojan,,Palmerston-Little Italy,43.65707,-79.41011,Entire home/apt,99,3,1,2013-08-20,0.01,1,0
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68617,-79.29311,Entire home/apt,115,14,30,2020-11-01,0.30,10,287
573489,Kid friendly neighbourhood.,2821694,B,,Wychwood,43.67673,-79.42318,Entire home/apt,350,5,0,,,1,0
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,129,28,82,2020-03-15,0.81,3,365
579918,Luxury Queen West Private Loft,1160065,Vonnell,,Niagara,43.63803,-79.41904,Entire home/apt,130,3,13,2019-08-28,0.13,1,0
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66096,-79.34763,Entire home/apt,115,7,7,2015-10-06,0.07,1,0
602407,Large bedroom with private bathroom,2980659,Nanou,,Woodbine Corridor,43.67666,-79.31322,Private room,71,4,40,2019-08-10,0.40,1,364
611735,Comfort and  Quiet,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66377,-79.42463,Private room,82,29,10,2018-08-05,0.10,2,0
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65958,-79.41257,Entire home/apt,75,1,0,,,1,0
620965,Private Room in Artist Home by Transit,897683,Hajnal,,Birchcliffe-Cliffside,43.70519,-79.24774,Private room,38,5,28,2020-07-26,0.28,2,88
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,450,1,0,,,1,0
625877,Calming Bedroom 2 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67567,-79.3122,Private room,31,30,17,2020-01-01,0.21,3,135
625942,Calming Bedroom 3 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67638,-79.3102,Private room,33,28,9,2017-10-08,0.10,3,135
627217,parking space only,3057451,Jessica,,Weston-Pellam Park,43.67368,-79.46032,Shared room,100,1,0,,,1,0
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63912,-79.43946,Entire home/apt,95,4,10,2016-09-26,0.15,1,0
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64271,-79.39244,Entire home/apt,183,10,61,2019-04-07,0.79,1,364
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63514,-79.42736,Entire home/apt,65,7,3,2017-05-20,0.06,1,0
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66203,-79.47818,Entire home/apt,120,3,5,2016-04-27,0.07,1,226
654048,4 Bedroom House Great Location,3289972,Minoo,,Morningside,43.78505,-79.20887,Entire home/apt,290,7,15,2020-11-04,0.16,1,364
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65805,-79.39601,Entire home/apt,85,4,29,2018-08-10,0.29,1,0
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,,East End-Danforth,43.68524,-79.2911,Entire home/apt,67,28,45,2020-03-31,0.49,10,256
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,North St.James Town,43.66675,-79.37549,Entire home/apt,225,7,0,,,1,358
674193,"Comfortable, cozy home in convenient mid-town.",3422913,Rosalie,,Mount Pleasant West,43.7024,-79.39664,Private room,65,28,96,2020-03-18,0.99,1,71
677355,Private Guest Room in Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65706,-79.41471,Private room,50,1,148,2019-10-19,1.69,5,180
701230,Authentic Bright Artist's Loft,3587917,Darby,,High Park North,43.65848,-79.45408,Entire home/apt,100,5,15,2018-07-31,0.16,1,0
702286,Beautiful Garden Apt With Porches,3604846,Wies,,Roncesvalles,43.65369,-79.45178,Entire home/apt,137,28,17,2019-08-12,0.17,5,246
703124,Beautiful large 3 bdrm in High Park Roncesvalles,3604846,Wies,,High Park-Swansea,43.65541,-79.45327,Entire home/apt,177,28,22,2020-11-30,0.26,5,325
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,,High Park-Swansea,43.65541,-79.45289,Entire home/apt,165,28,10,2020-12-03,8.33,5,0
714034,Luxury Studio Furnished Apartment,785826,Arlene,,Waterfront Communities-The Island,43.6438,-79.38045,Entire home/apt,73,30,1,2016-09-15,0.02,54,54
727514,The Whole Enchilada: flexible & hip,2597290,Caroline,,Trinity-Bellwoods,43.65098,-79.41023,Private room,55,7,112,2019-11-10,1.14,5,1
728817,Charming Victorian Home,3783106,Jeremy And Monica,,Roncesvalles,43.64111,-79.44661,Entire home/apt,350,6,9,2018-07-22,0.10,1,0
732562,Your Leaside Home Near Sunnybrook,3814089,Liz,,Leaside-Bennington,43.71558,-79.36382,Entire home/apt,125,7,163,2020-12-01,1.97,1,257
734305,Cozy condo with city/lake views on streetcar route,3827668,Izabela,,Waterfront Communities-The Island,43.64015,-79.39331,Entire home/apt,85,90,19,2016-09-11,0.27,1,73
738252,Newly renov 2 bed lower level/ basement suite,3604846,Wies,,High Park-Swansea,43.65394,-79.45248,Entire home/apt,137,28,9,2018-03-08,0.10,5,365
755263,Furnished Downtown Studio Suite,304551,Kintoo,,Palmerston-Little Italy,43.66101,-79.40962,Private room,50,30,1,2015-06-21,0.01,8,346
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,,Cabbagetown-South St.James Town,43.66487,-79.37103,Private room,60,7,52,2020-08-31,0.57,3,198
762143,Hidden lakeview oasis downtown,4017316,Patricia,,Waterfront Communities-The Island,43.63757,-79.39253,Entire home/apt,93,180,6,2017-06-03,0.07,1,257
762427,"Central, beside subway, indoor pool and sauna",1591140,Christina,,Mount Pleasant West,43.70541,-79.39508,Entire home/apt,82,5,44,2020-03-22,0.45,2,202
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Waterfront Communities-The Island,43.65018,-79.36801,Entire home/apt,139,6,0,,,1,0
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,,Moss Park,43.65649,-79.3715,Entire home/apt,91,28,25,2019-12-31,0.27,3,0
775965,T.O West End / Beautiful Loft in High Park,1581404,Jessica Joy,,Roncesvalles,43.65394,-79.44922,Entire home/apt,110,14,3,2019-09-01,0.06,1,363
777132,Nice view in uptown Toronto!,297994175,Romain,,Don Valley Village,43.77634,-79.34927,Private room,46,1,109,2020-10-28,1.14,1,120
778990,1B + Office w/ Large Private Patio,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64091,-79.39595,Entire home/apt,149,5,10,2020-01-01,0.16,63,0
779670,"Rosedale, Furnished Modern 4 Bdrm House",4111007,Stephanie,,Rosedale-Moore Park,43.67687,-79.38436,Entire home/apt,400,14,1,2019-05-10,0.05,1,71
788710,Luxury Toronto Apartment,844281,Richard,,High Park-Swansea,43.64503,-79.45254,Entire home/apt,80,30,2,2020-04-14,0.02,1,0
789266,Walk to Trendy Eateries from a Vibrant Apartment,3921786,Michelle,,Junction Area,43.66528,-79.47276,Entire home/apt,189,5,69,2020-10-09,1.92,1,179
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,,Bay Street Corridor,43.66455,-79.38533,Private room,73,1,264,2020-12-06,2.89,2,358
791012,1+ den near CN Tower w/ parking,4167411,Andie,,Waterfront Communities-The Island,43.64071,-79.39318,Entire home/apt,130,2,4,2015-08-16,0.06,1,0
791485,"Cute rm w/breakfast, Toronto subway",4169949,Tammy,,Blake-Jones,43.67421,-79.3418,Private room,48,1,75,2019-10-21,1.08,1,365
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63989,-79.39035,Entire home/apt,157,3,36,2019-09-16,0.45,1,71
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68249,-79.4046,Private room,153,1,91,2020-09-07,1.03,2,365
812922,Large Bright Room - Great Window - in Toronto Home,3431521,Sandra,,Roncesvalles,43.64142,-79.43952,Private room,45,2,52,2017-11-04,0.57,2,0
819957,Dovercourt Village Holiday,4306694,Alex,,Dovercourt-Wallace Emerson-Junction,43.66744,-79.42984,Private room,70,3,6,2019-07-15,0.07,1,87
